"from_user_id","to_user_id","betweenness"
"540","3673",15.0935791154113
"3737","3673",2
"527","630",171.928571428571
"1723","1455",239.354002294563
"540","3673",15.0935791154113
"540","3673",15.0935791154113
"540","3540",180
"1557","3655",24.4507936507937
"18","630",2.69047619047619
"753","3673",40.3112657126241
"4768","527",466
"3527","3671",466
"1723","4770",180
"1723","4769",180
"3526","1084",6.5
"3673","3764",186
"1276","1455",464
"206","75",1
"1723","1898",31.5539606592238
"3540","3540",0
"1723","364",1539.56651695939
"540","1455",105.248604581693
"1723","4789",179
"1723","1898",31.5539606592238
"753","1924",342.679334074531
"6","753",293.090675334772
"6","1738",8.64664747017688
"18","3763",81.0446038832706
"3526","1898",5.05470085470085
"3526","4796",180
"1237","1237",0
"6","3370",84.1435397935397
"1898","26",88.2452978056426
"364","1832",180
"4832","4833",43.6324740947753
"3414","4838",180
"110","4832",395.632474094776
"4844","4830",1
"4850","540",466
"4851","3414",466
"6","4856",180
"6","4857",180
"6","4865",46.7545288045289
"2011","4861",181
"18","630",2.69047619047619
"4772","3414",836.387769217092
"364","4772",1252.64247566177
"18","1237",4.97063357063357
"3671","1898",90.104251183818
"3526","4924",180
"6","3655",87.2059523809524
"364","1455",79.8570488437208
"4927","181",1
"540","4931",180
"3414","3671",487.122552051786
"4927","3671",66.4298607335733
"527","527",0
"4948","3576",2
"3414","1898",13.6428571428571
"364","4957",137.023232323232
"4934","1831",466
"4927","1954",1.5
"3526","4970",180
"3414","4833",84.8142620311231
"4981","3763",466
"364","24",1057.85018665938
"540","753",24.9097796717761
"6","1633",60.0000000000001
"3671","540",873.492527912513
"540","3671",548.686582533399
"18","3763",81.0446038832706
"768","3449",2
"753","753",0
"753","3671",5088.99227576707
"3414","6043",180
"6048","3704",1
"1276","1898",2
"6039","3673",1
"6039","3655",11.1071428571429
"4772","110",702.254706444675
"6076","3540",1
"4927","5031",1
"6039","6087",1
"6088","3655",466
"3526","1831",83.9318223443223
"6","1738",8.64664747017688
"540","6064",180
"18","6124",180
"459","1898",2
"3517","6141",1
"753","4804",180
"6144","660",1
"6144","1898",2
"6049","6140",1
"3517","4804",1
"3526","4833",44.6324740947753
"110","6140",179
"403","3671",31.5224117987276
"6039","2074",1
"3671","5031",179
"110","3526",4921.88110016444
"3526","364",102.259853142131
"6157","1237",466
"6159","6158",1
"3763","1738",6
"3719","6167",1
"3414","3413",133.516265597148
"18","6168",180
"3763","6138",113.575091575092
"2160","1898",2
"768","6176",2
"737","3370",3.51270951270951
"3763","3655",212.182142857143
"463","4833",9.92078977932637
"6049","475",1
"4865","4865",0
"1626","110",724.61551298706
"1626","6200",301.354539701903
"3671","3370",88.8310411810412
"6039","6219",1
"6200","6211",122.354539701903
"6039","6203",1
"6","1738",8.64664747017688
"2157","6138",49.1071428571428
"2160","2157",61.5047619047619
"1723","1237",30.9711904761905
"6232","1738",2.25
"6232","1738",2.25
"6238","4976",1
"6049","6232",320.316603754893
"6049","6240",1
"1243","6250",0.5
"1243","6250",0.5
"103","6255",1
"2157","6240",22.491369047619
"3414","1626",744.907067459615
"2157","4865",55.6424242424242
"1723","75",11.7640609390609
"2157","3704",41.6244334097275
"18","1237",4.97063357063357
"2157","6249",180
"2011","1275",181
"1738","6287",184
"18","1738",4.6
"6039","6301",0.5
"6303","3635",2
"3763","6240",26.0747481684982
"2157","527",2849.68512463068
"6049","1898",2
"6232","1738",2.25
"110","418",28.8833333333333
"1723","6313",180
"1723","6240",22.0591346153846
"6232","418",136.116666666667
"6232","6240",20.9414148351648
"6232","6240",20.9414148351648
"1723","3636",39.9678571428571
"1626","364",219.655957785098
"1723","6240",22.0591346153846
"1723","3763",299.502857142857
"496","6331",180
"527","6332",180
"1237","1831",1565.74500529331
"6161","738",2
"6238","6303",2
"2157","6240",22.491369047619
"6039","6301",0.5
"2157","1738",13.590873015873
"6039","1593",1
"6161","1831",932
"1723","6351",180
"6","10127",180
"527","6355",180
"6356","3704",1
"6372","3755",1
"18","1237",4.97063357063357
"6379","1831",230.384764934562
"6","1738",8.64664747017688
"6232","6390",180
"35","1831",230.253979207141
"6","1084",347
"6232","3763",10.2785714285714
"35","6358",9
"6","4865",46.7545288045289
"6399","6161",468
"6379","3414",235.615235065438
"1723","4957",42.9767676767677
"1219","6405",180
"1723","6387",180
"6232","3528",39.2505871579401
"6232","387",34.6353410700665
"2157","1738",13.590873015873
"1557","1739",12.9284261715296
"6","6358",90.4107142857143
"1557","3655",24.4507936507937
"6430","2157",466
"6436","2157",456
"3763","3671",120.163413130308
"6232","3763",10.2785714285714
"7449","95",1
"6","3662",96.4561688311688
"6112","1831",932
"1237","1630",215.735844155844
"6232","2157",127.148497582352
"7464","3728",1
"6232","1723",1408.67271371476
"3526","6167",180
"6433","1831",458
"6232","1122",586.1664160401
"75","75",0
"18","1831",67.6556285812094
"6","3655",87.2059523809524
"6232","7504",180
"6232","6240",20.9414148351648
"528","527",106.687545400053
"1723","2128",43.629692867519
"1237","1630",215.735844155844
"6359","3671",465
"6359","6240",1
"6","3655",87.2059523809524
"2157","7522",16.0090311986864
"1084","7513",181
"7532","1237",466
"7536","2128",1
"3526","7542",180
"3655","3671",1978.17528546852
"7544","1898",2
"3671","7522",77.2623973727422
"7555","1219",466
"3655","3588",180
"477","7558",180
"7548","7562",1
"7566","1478",1
"3526","7567",180
"7548","2157",462
"7548","1898",2
"4927","3421",1
"4927","4789",1
"3671","7589",180
"2157","3763",464.622728593253
"6126","7533",1
"3763","3763",0
"2157","3671",165.593597776492
"7612","1933",0.5
"6436","6108",1
"1723","802",180
"7615","3595",1
"7600","1738",3
"7614","7620",3
"3763","3671",120.163413130308
"7612","1933",0.5
"4927","385",286.344405842381
"3763","7522",86.7285714285714
"1723","75",11.7640609390609
"6436","7649",1
"1954","7651",2.5
"6126","7651",1
"3526","7651",13.75
"6126","7651",1
"527","7659",180
"6232","7651",119.861111111111
"6436","7494",1
"4927","3526",108.725733424046
"3763","3671",120.163413130308
"1723","75",11.7640609390609
"2222","7675",183
"1630","7676",180
"3619","2222",8
"796","753",732.206437804867
"3650","7574",184
"3763","3763",0
"6","7699",180
"2157","7704",180
"7681","630",2
"6433","2222",8
"7698","1115",0.5
"7698","1115",0.5
"6126","6108",2
"5014","7681",1
"6232","7722",180
"2157","1739",166.07157382847
"796","7729",180
"1723","6108",177
"1924","796",552.482561882562
"2222","3650",378.477351916376
"7749","7755",1
"3763","796",329.020916372769
"3763","3671",120.163413130308
"3763","1723",1861.87030494248
"3526","6138",17.0320512820513
"3763","7767",180
"6126","796",18.1451514039749
"796","7794",180
"3655","7793",180
"6126","796",18.1451514039749
"6039","7807",1
"2011","1933",5.2
"6436","7825",1
"6232","2157",127.148497582352
"2157","7775",180
"1723","6216",708
"7802","1898",2
"6232","3704",96.7511331805451
"6436","8859",1
"6436","8861",1
"6232","7562",178
"2157","1738",13.590873015873
"8874","2023",1
"2157","6232",1393.2453043323
"7723","7562",1
"1626","8891",180
"6126","7614",4
"6126","364",206.21877935557
"6232","527",348.615715047039
"6126","8917",2
"7731","6335",1
"6436","1300",1
"6232","8934",179
"6436","8945",1
"110","2222",181.458542110487
"2157","8931",180
"8937","1898",2
"6126","3655",21.1286016385239
"1630","8973",180
"6126","8940",2
"7723","8989",1
"8992","7521",1
"527","8995",180
"6039","796",20.0714285714286
"6324","9015",1
"527","8945",177
"8937","9019",1
"1723","9025",47.7820512820513
"6126","9038",1
"527","9040",180
"9047","9046",1
"6232","2157",127.148497582352
"6049","9049",1
"6232","1898",17.7878136356397
"7723","9049",1
"6232","3763",10.2785714285714
"3526","9068",180
"6126","1488",2
"6039","1630",13.625
"18","7681",180
"6049","3370",1
"3526","1626",189.369663876107
"3526","9096",180
"6126","1954",2
"6039","6232",414.196428571429
"6126","9124",2
"6049","1237",16.3625874125874
"9129","9120",1
"6232","9134",180
"527","9138",180
"6232","9148",180
"890","890",0
"110","9162",180
"9184","9185",1
"6232","9189",180
"110","9182",180
"6232","8985",180
"3763","3763",0
"6049","9201",1
"3763","3763",0
"6049","9217",1
"6126","9222",2
"9129","1831",338.020645626255
"8919","8919",0
"527","3763",1719.27286879537
"7723","9241",1
"6049","9234",1
